지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
156,2024-06-14,26.4,20.5,524,32.6,1505,,,,,,,8.1,180,1531,4.2,200,1539,1.1,987,20.9,46,1613,74.4,24.8,997.5,1007.3,511,1003.6,1409,1005.4,14.5,10.1,1100,3.3,23.81,,,,,,4.6,2.1,33.6,17.9,,,,,,,,,,4.4,6.2,,
156,2024-06-15,26.2,21.8,522,32.4,1349,,,,,,,5.2,270,1504,2.8,250,1257,1.1,954,21.6,46,1345,78.4,25.9,995.9,1006.1,7,1001.4,1455,1003.8,14.5,10.6,1200,3.3,26.66,,,,,,4.9,2.8,37.9,20.1,,,,,,,,,,4.7,6.6,,
156,2024-06-16,24.6,21.2,2337,30.1,1412,,,,,,,5.2,290,1556,2.2,290,1616,1,902,19,43,1350,73.5,22,999.4,1009.7,2219,1004.8,59,1007.4,14.5,11.4,1100,3.7,27.36,,,,,,4,.5,34.5,15.4,,,,,,,,,,4.6,6.5,,
156,2024-06-17,23.2,18.5,503,28.7,1618,,,,,,,3.7,200,1845,2.2,230,1852,.7,640,18.3,50,1604,76.1,21,1000.3,1010.5,713,1006.2,1742,1008.3,14.5,2,1400,2.12,15.78,,,,,,7.4,0,28.7,13.1,,,,,,,,,,3.1,4.4,,
156,2024-06-18,25.8,19,539,34,1429,,,,,,,6.2,340,1552,2.5,360,1417,.9,750,15.1,28,1454,57.1,17.3,999.6,1009.1,2207,1005.8,1503,1007.5,14.5,13,1200,3.65,30.77,,,,,,1.1,0,36.3,13.7,,,,,,,,,,6,8.6,,
156,2024-06-19,27.3,20.2,630,37.2,1414,,,,,,,7.3,180,1434,4.4,200,1515,1.5,1285,16.2,29,1415,53.5,18.5,1000.6,1010.3,644,1006.6,1626,1008.5,14.5,9.5,1200,3.64,26.72,,,,,,7,0,35.6,16,,,,,,,,,,5.9,8.5,,
156,2024-06-20,23.3,21.7,453,25.1,803,.18,0,,0,,0,6.1,180,1147,2.6,180,1149,1.1,926,18.9,52,901,77.8,22.1,996.6,1008.5,2,1001.8,1757,1004.6,14.5,.8,700,1.07,7.9,,,,,,9,5.5,25.4,17.7,,,,,,,,,,,,,
156,2024-06-21,26,21.1,517,32.4,1438,,,,,,,7.5,180,1827,4.1,200,1841,1.5,1255,21.9,53,1441,79.8,26.4,995.1,1005.2,2138,1001.4,1624,1003,14.5,7.1,1300,3.37,22.14,,,,,,7.1,5.9,36.3,18.7,,,,,,,,,,,,,
156,2024-06-22,23.6,21.6,727,24.7,227,15.82,4.4,805,8.9,1219,37.6,10.5,200,1748,4.6,230,2010,2.1,1800,23.4,90,1,98.8,28.7,991,1003.7,22,995.5,1630,998.9,14.5,0,1100,.51,3.83,,,,,,10,7,25.4,23.7,,,,,,,,,,.7,1.1,,
156,2024-06-23,24,22.1,405,28.4,1607,5.5,.1,,.1,,.3,7.5,200,30,3.8,230,33,1.5,1283,23.4,79,1645,97,28.8,992.9,1003.5,2315,998.5,30,1000.9,14.5,1.8,1600,1.65,9.92,,,,,,8.8,7.8,26.2,22.1,,,,,,,,,,1.6,2.3,,
156,2024-06-24,24.2,21.6,2355,28.5,1545,1.05,0,,0,,0,6.6,230,246,3.8,200,143,1.8,1545,23.4,79,1646,96.1,28.9,997.4,1008.8,2224,1002.8,135,1005.3,14.5,1.8,1200,2.11,12.49,,,,,,9.3,6.4,26.8,21.3,,,,,,,,,,2.4,3.4,,
156,2024-06-25,23.5,19.1,507,28.7,1527,,,,,,,6.2,50,1048,2.7,50,1056,1.1,946,17,45,1309,69,19.4,1004,1015.1,2350,1008.5,37,1012.1,14.5,9,1300,3.05,23.84,,,,,,7.1,0,26.5,17.5,,,,,,,,,,4.1,5.9,,
156,2024-06-26,24.3,18.1,457,30.7,1540,,,,,,,9.5,200,1912,4.6,200,1916,1.2,1061,17.5,39,1616,69,20.1,1007.1,1016.9,758,1013.2,1529,1015.2,14.5,10.5,1300,3.56,28.76,,,,,,5.3,.9,29.4,15.2,,,,,,,,,,4.9,7.1,,
156,2024-06-27,22,19.8,557,24.7,1813,,,,,,,5.7,70,1710,2.5,70,2215,.9,791,18.1,60,1432,79.8,20.8,1003.8,1015.8,1,1008.8,2359,1011.9,14.5,1.1,1000,1.06,8.42,,,,,,8.6,3,22.9,18.7,,,,,,,,,,1.9,2.7,,
156,2024-06-28,25,18.6,532,31.8,1623,,,,,,,6.7,270,1739,3.1,250,1734,1.1,918,21.4,57,1320,82.1,25.6,999.9,1009.7,748,1005.7,1548,1007.9,14.5,8.4,1100,3.46,23.43,,,,,,4.4,3,30.1,17.3,,,,,,,,,,,,,
156,2024-06-29,23.9,22.4,205,26.6,1133,12.3,5.8,1927,14.2,1906,43.3,7.8,180,1531,4,180,1535,1.9,1647,23.5,89,1141,97.8,28.9,996.7,1008.5,235,1001.2,1740,1004.7,14.5,.1,1100,1.03,5.21,,,,,,9.8,8,25,21.7,,,,,,,,,,.8,1.1,,
156,2024-06-30,24.1,23.3,2215,25.7,1200,16.1,7.8,535,25.4,511,61.2,10.1,230,218,5.3,200,147,2.3,2011,23.9,99,1,99,29.6,992.7,1002.8,2337,999.3,508,1000.6,14.5,0,1100,1.09,5.84,,,,,,9.5,8.8,25.4,24,,,,,,,,,,1.1,1.6,,
156,2024-07-01,26,22.4,556,30,1514,2.9,1.5,206,3.9,145,5.2,5.5,270,224,2.9,180,2400,1.3,1098,24.6,73,1524,92.5,30.9,996.3,1006.2,2227,1002.8,1,1004.2,14.5,7.7,1100,3.95,22.91,,,,,,7.5,5.4,28,23.1,,,,,,,,,,3.7,5.3,,
156,2024-07-02,27,23.7,118,31.2,1402,5.68,2.6,210,5.7,122,10.6,11.6,200,1306,6.3,200,1238,3,2556,26.3,84,1317,96.6,34.3,996.8,1007,2349,1003.3,515,1004.7,14.5,2.2,1200,2.34,12.8,,,,,,9.6,7.5,28,24.9,,,,,,,,,,2.4,3.4,,
156,2024-07-03,26.9,23.8,535,31.2,1527,4.63,4,414,8.6,351,24.9,9.1,230,22,4.7,230,341,2.2,1876,25.1,68,1516,90.9,31.9,1002.1,1012.2,2317,1006.4,236,1010.1,14.5,7.8,1100,3.08,22.54,,,,,,5.9,5.3,29.7,24.3,,,,,,,,,,,,,
156,2024-07-04,27.5,23.3,519,32.7,1526,,,,,,,7.2,230,1355,3.9,200,1414,1.7,1484,26,72,1044,92.5,33.9,1000.7,1012,1,1005.2,1832,1008.6,14.5,9,1000,3.06,23.49,,,,,,5.8,5.5,30.7,23.8,,,,,,,,,,3.6,5.2,,
156,2024-07-05,26.7,23.3,556,31.4,1431,3.75,3.4,407,5.1,325,9.6,9.3,200,48,4.8,230,56,2,1741,25.2,68,1526,92.1,32.1,998.4,1007.4,822,1005.1,1709,1006.3,14.4,,,,,,,,,,7.4,6.9,30.2,24.4,,,,,,,,,,,,,
156,2024-07-06,27.4,25.3,349,30.4,1036,,,,,,,10.2,250,1254,5.2,230,1300,2.4,2034,26.9,84,1042,97.4,35.4,998.2,1007,902,1005.3,235,1006.1,14.4,,1200,2.35,,,,,,,8.1,7.6,28.3,24.8,,,,,,,,,,2.1,3,,
156,2024-07-07,26.8,25.7,2344,28.9,1438,.22,0,,0,,0,6,230,717,3.6,230,235,2,1720,26.6,99,1,99,34.8,998.2,1007.8,1003,1005.2,1810,1006.1,14.4,0,1400,1.04,6.53,,,,,,9.8,6.8,28.2,26.1,,,,,,,,,,1.1,1.5,,
156,2024-07-08,26,25.4,1359,27.6,1129,3.47,4.9,1332,8.1,1306,8.9,8.2,200,1134,4.1,200,1947,1.7,1483,25.8,99,1,99,33.1,996.8,1006.4,1,1003.2,1729,1004.7,14.4,0,1100,.69,4.01,,,,,,9.9,8.6,27,26.1,,,,,,,,,,.5,.7,,
156,2024-07-09,24.8,23.9,1945,27.1,1104,11,2,22,2.7,20,8.5,7.5,200,2333,4.4,180,2324,1.7,1436,24.6,99,1,99,31,997.3,1007,1138,1002.7,2321,1005.2,14.4,0,900,.94,5.04,,,,,,10,8.8,26.4,25,,,,,,,,,,1,1.4,,6.93
156,2024-07-10,24.7,23.4,1106,27.9,1627,8.9,6.5,336,16.7,315,22.7,13.4,200,319,6.8,230,311,2.8,2446,24.3,86,1624,98.3,30.5,993.2,1003.2,1,999.1,547,1001.1,14.4,.8,1300,2.16,9.93,,,,,,9.5,8.9,27.5,24,,,,,,,,,,1.6,2.3,,
156,2024-07-11,24,22.2,538,27.3,1347,2.08,0,,0,,0,5.2,250,1504,2.6,270,1511,.8,691,23.8,88,1352,98.9,29.5,994.9,1004,814,1001.4,1714,1002.9,14.4,.1,1300,1.65,8.64,,,,,,9.3,8.3,26.2,22.2,,,,,,,,,,1.5,2.1,,
156,2024-07-12,25.5,22.4,436,29.7,1634,.83,0,,0,,0,6.1,270,1823,3.3,270,1847,.9,794,24.4,76,1339,94.4,30.6,994.9,1004.5,2233,1001.5,1730,1002.8,14.3,3,1200,2.37,15.04,,,,,,7.6,7.1,28.3,22.3,,,,,,,,,,2.6,3.7,,
156,2024-07-13,25.7,22.4,426,29.8,1500,.33,.8,1832,.8,1830,.8,8.2,180,1735,4.9,180,1747,1.6,1340,24.4,72,1517,93.3,30.7,998.1,1008.6,2249,1004,216,1006,14.3,4.6,1400,2.3,18.62,,,,,,6.9,3.9,29.6,21.7,,,,,,,,,,2.9,4.2,,
156,2024-07-14,24.6,22.8,420,27.7,1716,6.4,1,138,3.6,105,8.6,6.5,230,1345,3.6,200,1339,1,892,24.4,96,1727,98.9,30.6,1000.9,1011.1,2232,1006.5,436,1008.9,14.3,2,900,1.54,9.63,,,,,,8.5,6.5,26.8,23.4,,,,,,,,,,1.6,2.3,,
156,2024-07-15,26.1,23.1,446,30.3,1238,,,,,,,8.7,230,1727,4.5,200,1631,1.7,1448,24.1,62,1542,89.3,30.1,1003.4,1012.3,2223,1010.1,313,1011.4,14.3,6.8,1400,2.53,20.72,,,,,,7.5,6.6,28.6,23.5,,,,,,,,,,3.6,5.2,,
156,2024-07-16,24.5,22.7,735,26.7,1507,8.72,8.7,937,18.9,934,49.7,5.3,230,646,3,200,2041,1.2,1016,24.1,82,15,97.5,30,1003.5,1012.5,2131,1009.9,415,1011.5,14.3,0,1500,.78,5.1,,,,,,9.3,6.9,26.7,23.8,,,,,,,,,,1,1.5,,
156,2024-07-17,26.7,24.3,43,30,1432,.83,3.9,1536,3.9,1536,3.9,10.4,290,1627,5.3,230,1403,2.4,2081,24.1,74,1459,86.8,29.9,1002.3,1012.4,1,1008.2,2335,1010.2,14.3,.7,1300,2.23,12.19,,,,,,9.5,6.1,28.5,24.5,,,,,,,,,,2.5,3.5,,
156,2024-07-18,26.4,24.3,2130,28.4,1541,3.75,1.8,1933,2.5,940,5,10.5,230,1303,5.3,200,1248,2.9,2495,24.6,80,1541,89.9,30.9,997.7,1008.4,6,1004,1237,1005.6,14.3,0,1500,1.09,6.16,,,,,,9.4,6.8,27.3,25.2,,,,,,,,,,1.3,1.8,,
156,2024-07-19,24.9,23.1,109,28.7,1554,9.07,3.4,47,6.9,355,28.4,6.7,290,1256,3.7,200,54,1.1,968,22.8,66,1555,88.9,27.8,999,1009,2310,1005,1039,1007,14.2,1.8,1400,2.56,10.2,,,,,,7.4,5.6,28.1,23.8,,,,,,,,,,1.8,2.6,,
156,2024-07-20,26.5,22.8,355,31.3,1439,2.5,17.6,940,32.6,906,37.1,10,200,2206,5.2,200,1536,,,22.7,56,1453,81.3,27.6,1000.7,1011.7,943,1007.2,1649,1008.6,14.2,3.7,1400,2.59,13.05,,,,,,8.1,6.8,28.4,22.9,,,,,,,,,,2,2.9,,
156,2024-07-21,27.9,23.7,657,32.2,1600,6.83,1.9,121,2.7,110,6.8,9.8,230,14,5.3,230,33,2.4,2080,23.3,51,1607,77.3,28.6,1001.4,1010.4,1029,1007.8,225,1009.3,14.2,8.6,1200,3.27,24.19,,,,,,5.4,4.5,31.4,25.1,,,,,,,,,,5,7.1,,
156,2024-07-22,28.6,25.8,546,31.9,1251,,,,,,,9,200,1658,4.9,200,1800,2.7,2321,22.2,55,1642,69.5,26.8,1000.1,1011,125,1005.1,2128,1008,14.2,5.5,1200,2.53,18.09,,,,,,7.5,4.1,30.6,25.3,,,,,,,,,,4,5.7,,
156,2024-07-23,28.3,26.6,330,31.8,1548,.95,0,,0,,0,8.8,200,1555,4.4,230,1938,2.1,1835,22.4,49,1559,70.9,27.1,998.4,1007.8,246,1004.2,2010,1006.2,14.1,1.4,1500,2.3,12.91,,,,,,9.1,5.1,29.7,26.4,,,,,,,,,,3.1,4.4,,
156,2024-07-24,28.8,25.8,2038,33.3,1430,1.08,3.7,2022,4.8,2015,4.8,7.5,200,1512,4.7,200,1518,1.7,1460,23.2,49,1146,73.5,28.5,997.6,1006.7,2327,1003.8,1629,1005.4,14.1,7.4,1200,3.1,21.56,,,,,,5.4,5,32.1,26.4,,,,,,,,,,4.5,6.4,,
156,2024-07-25,29.2,25.6,631,33.4,1236,.37,.2,,.2,,.2,9.3,180,1342,4.1,180,1554,1.8,1541,24,57,1009,74.6,29.8,998.7,1008.6,2127,1005,449,1006.5,14.1,10,1100,3.21,25.03,,,,,,4,3,32.2,25.1,,,,,,,,,,5.1,7.3,,
156,2024-07-26,27.8,25.4,2011,30.7,1015,7.05,3,1900,5.2,1850,7.1,8.8,180,804,4.9,180,1515,2.2,1936,24.1,68,1051,80.8,30,1002.4,1014,2309,1007.4,208,1010.3,14.1,3.6,900,2.22,14.49,,,,,,7.9,4,30.8,25.8,,,,,,,,,,2.6,3.7,,
156,2024-07-27,27.8,25.5,333,31.3,1610,6.2,2.1,237,3.3,207,7.6,7.2,180,1348,4.3,200,1558,2.1,1824,25.1,74,1616,85.4,31.9,1007.3,1017.1,2308,1013.6,15,1015.3,14,4.9,1400,2.51,13.96,,,,,,6.6,4.6,31.4,25.8,,,,,,,,,,2.9,4.2,,
156,2024-07-28,29.2,26.7,602,33.2,1520,,,,,,,10.4,270,1619,5.3,200,1232,2.8,2418,24,58,1616,74.3,29.8,1006.3,1016.8,1,1012.7,1641,1014.2,14,11.2,1100,2.98,24.27,,,,,,4,2.9,31.6,25.7,,,,,,,,,,4.7,6.7,,
156,2024-07-29,28.6,26.2,245,32.6,1627,,,,,,,7.1,290,1232,3.7,230,1358,2,1735,23.6,59,1628,74.9,29.1,1003.2,1013.7,1,1009,1759,1011.1,14,8.5,1300,2.68,21.2,,,,,,5.1,5.1,31.1,25.1,,,,,,,,,,4.2,6,,
156,2024-07-30,28.9,25.8,527,33.4,1430,,,,,,,5.6,250,1425,3.1,270,1433,1.5,1286,23.2,52,1500,72.6,28.4,1001.1,1010.5,1,1007.5,1643,1009,14,10.7,1200,3.47,26.02,,,,,,3.1,3.1,33.4,25.5,,,,,,,,,,4.9,7,,
156,2024-07-31,29.4,25.9,144,34.2,1517,,,,,,,6.9,270,1716,3.8,270,1721,1.6,1411,24.1,58,1458,74.4,30.1,999.8,1009.3,721,1006,1747,1007.7,13.9,8.5,1300,3.26,23.14,,,,,,4.4,4.4,34.3,25.8,,,,,,,,,,4.7,6.7,,
156,2024-08-01,29.7,27.1,509,34.8,1527,,,,,,,6.5,230,1612,3.9,200,1608,1.7,1511,24.7,57,1431,75.3,31,997.8,1007,46,1003.6,1624,1005.7,13.9,7.4,1400,3.37,22.6,,,,,,5.5,5.5,35.8,26.3,,,,,,,,,,4.5,6.4,,
156,2024-08-02,30.1,27.1,301,34.6,1524,.4,0,,0,,0,5.3,200,1040,3.2,200,1033,1.4,1237,25.5,59,1525,77.1,32.6,997.6,1007.2,2235,1003.8,1715,1005.4,13.9,6.9,1000,2.51,18.95,,,,,,5.5,5.3,34.4,26.7,,,,,,,,,,3.8,5.4,,
156,2024-08-03,30.6,27.3,610,34.8,1646,,,,,,,4.4,250,1215,2.3,230,4,.8,733,25.4,56,1705,74.9,32.5,1000,1009,1010,1006.2,1623,1007.8,13.9,7.8,1100,2.96,19.32,,,,,,3.3,3.3,35.4,27.4,,,,,,,,,,3.7,5.3,,
156,2024-08-04,31,26.9,556,35.8,1544,,,,,,,4.6,200,2321,2.6,200,2225,.9,783,24.5,48,1526,70.1,30.7,1000.2,1009.2,909,1006.3,1723,1008,13.8,11.5,1300,3.22,26.97,,,,,,3.1,1.9,38.6,26.8,,,,,,,,,,5.3,7.6,,
156,2024-08-05,26.9,24,1524,33.1,1042,5.53,6.6,1203,8.4,1143,14.3,5.6,70,1912,3,180,925,1.1,941,24.1,63,1003,85.1,30,1000.5,1009.9,2036,1006.7,1336,1008.4,13.8,3.8,900,2.37,9.87,,,,,,4.3,3,30.8,25.3,,,,,,,,,,1.8,2.6,,
156,2024-08-06,28.6,24,350,33.3,1451,.33,0,,0,,0,6.4,20,1529,3.1,50,1711,.9,792,24.2,56,1301,78.3,30.2,999.9,1009.5,904,1006.1,1759,1007.7,13.8,9.6,1100,2.95,21.35,,,,,,4.4,3.4,31.2,24.9,,,,,,,,,,3.7,5.3,,
156,2024-08-07,29.7,26.3,411,34.3,1346,,,,,,,5.3,320,1614,2.2,320,1618,.8,668,24.7,55,1354,75.5,31.1,998.7,1008.4,725,1004.3,1621,1006.5,13.7,7,1000,2.8,19.9,,,,,,3.4,2.6,32,26.2,,,,,,,,,,3.9,5.5,,
156,2024-08-08,28.6,25.8,531,32.6,1212,1.15,1.4,1259,2.1,1257,2.1,5.9,290,1257,2.7,230,1400,.9,781,24,58,1130,77.3,29.9,997.5,1006.4,1,1004.3,1503,1005.4,13.7,6.4,1000,2.88,18.19,,,,,,7,1.3,31.5,25.4,,,,,,,,,,3.4,4.8,,
156,2024-08-09,28.5,25,619,33.7,1418,.15,0,,0,,0,6.4,290,1702,3.1,270,1709,.8,719,23.5,51,1321,75.5,29,996.7,1005.7,632,1002.7,1633,1004.5,13.7,9.3,1100,2.97,22.76,,,,,,3.9,3,32.4,25.1,,,,,,,,,,4.2,6,,
156,2024-08-10,28.1,25.6,516,34.2,1259,1.67,6.3,1813,16.2,1733,16.3,9.8,200,1804,5.9,230,1737,1,902,24.1,48,1318,80.1,30,996,1004.9,740,1002.1,1620,1003.9,13.7,6.7,1200,3.5,17.58,,,,,,4.8,4.5,31.7,25.5,,,,,,,,,,3.3,4.8,,
156,2024-08-11,28.8,24.4,537,34.1,1425,,,,,,,5.8,180,1939,3.2,200,1028,1.3,1145,23.1,52,1356,72.5,28.2,995.5,1004.6,742,1002,1737,1003.3,13.6,10.8,1100,3.42,24.14,,,,,,2.1,1.6,31.6,25,,,,,,,,,,,,,
156,2024-08-12,29.5,25,423,35,1432,,,,,,,6,200,1803,3.7,230,1812,1.2,1077,23.3,46,1519,70.3,28.6,997,1006.9,2327,1003.3,1652,1004.8,13.6,9,1200,3.17,21.85,,,,,,2.6,2.1,31.6,24.9,,,,,,,,,,4,5.7,,
156,2024-08-13,29.4,26.7,2318,34.9,1556,.55,.5,1839,.5,1832,.5,6,270,1755,3.1,270,1802,1.2,1065,23.8,44,1605,73.4,29.6,1000,1009.1,2232,1005.9,1626,1007.8,13.5,6.5,1100,3.35,21.34,,,,,,4.5,4.5,32.4,26.6,,,,,,,,,,4.4,6.3,,
156,2024-08-14,29.1,25.2,548,34.1,1447,.45,0,,0,,0,4.9,230,1915,2.9,230,1947,1.1,939,22.7,48,1252,70.1,27.7,1000.1,1009.1,128,1006.2,1737,1008,13.5,8.6,1100,3.51,22.18,,,,,,3.4,3.1,33.1,25.1,,,,,,,,,,4.3,6.1,,
156,2024-08-15,27.5,23.4,511,33.7,1500,2.13,.8,210,1,203,1.6,7.8,270,1615,3.4,270,1724,.9,812,22.8,53,1516,77.3,27.8,1000.1,1009,757,1005.7,1539,1008,13.5,6.9,1000,2.93,18.31,,,,,,6.6,5.3,32.1,25.4,,,,,,,,,,3.4,4.8,,
156,2024-08-16,26.9,23.5,1546,33.2,1356,1.63,15.4,1534,28.4,1522,29.8,10.4,250,1529,5.2,270,1533,.9,792,23,54,1403,81,28.2,1001.2,1011,2342,1007.2,1445,1009.2,13.5,7.3,1300,3.16,18.07,,,,,,7.3,2.9,31.2,24.6,,,,,,,,,,3.3,4.7,,
156,2024-08-17,25.9,23.5,547,33.1,1324,2,2.5,1631,3.6,1625,3.6,6.6,200,1428,3.9,200,1430,.8,692,23,58,1329,85,28.1,1003,1012.1,2147,1009.5,1452,1010.9,13.4,4.9,1000,2.89,15.38,,,,,,4.9,2.6,29.2,24.9,,,,,,,,,,2.9,4.1,,
156,2024-08-18,27.2,22.9,416,31.9,1357,.67,0,,0,,0,3.8,230,1611,2.4,230,1616,.8,667,23.2,64,1149,79.8,28.5,1002.1,1012,112,1007.8,1553,1010,13.4,5.8,1000,2.98,15.34,,,,,,5.8,4.6,29.6,24.2,,,,,,,,,,2.8,4,,
156,2024-08-19,29.2,24.6,640,33.5,1533,.2,0,,0,,0,6.5,200,1245,4.3,200,1247,1.2,1001,23.4,54,1344,71.9,28.7,1000.5,1010.2,1,1006.4,1704,1008.4,13.4,10.3,1200,3.46,24.29,,,,,,2.6,2.1,31.2,24.8,,,,,,,,,,4.5,6.4,,
156,2024-08-20,29,26.1,2242,32.9,1205,4.68,7,1959,15.2,1940,24.9,9.4,200,1339,4.7,180,1344,1.7,1500,24.9,64,1157,79.6,31.5,1000.6,1009.7,825,1006.6,1843,1008.4,13.3,8.2,1300,3.01,20.89,,,,,,6.1,4.1,32.2,26.4,,,,,,,,,,4,5.7,,
156,2024-08-21,28.8,26.3,615,32.5,1542,3.3,8.3,218,15.9,157,18.2,8.6,200,1901,4.9,180,1734,2.6,2234,25.5,65,1457,83.1,32.7,1000.9,1010,841,1007.3,1807,1008.8,13.3,6.3,1200,2.64,16.76,,,,,,8.4,4.4,31.1,27.2,,,,,,,,,,3.3,4.7,,
156,2024-08-22,27.8,25.7,2329,31.2,1433,3.32,5.6,952,7.3,952,9.6,9.2,180,1133,5.5,200,954,2.4,2102,25,72,1717,84.9,31.6,998.8,1009,2352,1004.4,1539,1006.7,13.3,3.3,1400,1.88,13.32,,,,,,6.1,5,30.4,26.1,,,,,,,,,,2.6,3.8,,
156,2024-08-23,28.3,24.5,613,32.7,1408,,,,,,,5.7,290,1758,2.8,270,1551,.9,779,23.8,56,1355,77.8,29.5,1001.7,1011.1,2345,1008.3,1709,1009.6,13.2,9,1300,2.6,20.43,,,,,,3.1,2.6,30.7,25.5,,,,,,,,,,3.6,5.2,,
156,2024-08-24,28.7,24.3,543,33.5,1449,,,,,,,5.1,320,1856,1.8,360,1901,.6,541,22.9,48,1316,72.5,27.9,1002.7,1012.7,1012,1008.4,1816,1010.6,13.2,9.8,1300,3.28,24.49,,,,,,2,2,31.2,24.7,,,,,,,,,,4.4,6.3,,
156,2024-08-25,28.3,25,558,32.9,1357,.47,0,,0,,0,4.7,250,1437,1.9,320,1820,.7,637,23.6,55,1442,77,29.2,1001.5,1011.1,750,1007.7,1611,1009.4,13.2,8.7,1200,3.09,21.32,,,,,,2.6,2,30.9,25.6,,,,,,,,,,3.9,5.5,,
156,2024-08-26,27.6,24.6,602,33.2,1439,.72,3.1,1830,3.6,1817,3.6,8.7,180,1811,5.2,180,1816,1.1,943,23.3,55,1511,78.6,28.6,998.9,1009.1,1,1005,1550,1006.8,13.1,7.3,1000,2.45,18.78,,,,,,5.3,2.3,30.6,25.3,,,,,,,,,,3.3,4.7,,
156,2024-08-27,26.8,24.1,407,31.9,1408,3.88,1.6,1945,4.1,2123,7.6,6.3,70,1529,2.9,70,1536,1.2,1043,23.7,64,1403,84,29.3,997.4,1006.9,2230,1003.3,1602,1005.3,13.1,1.9,1300,2.64,13.07,,,,,,9,4.6,30.2,25.5,,,,,,,,,,2.8,4,,
156,2024-08-28,27.3,21.9,449,32.6,1429,,,,,,,8.2,70,1702,4.6,70,517,2.9,2476,21.8,57,1433,73,26.2,998.4,1007.3,837,1005.3,1457,1006.3,13.1,11.6,1100,3.01,24.3,,,,,,2.3,2.3,30.1,24.4,,,,,,,,,,5.1,7.3,,
156,2024-08-29,29.2,24.3,513,34.1,1415,,,,,,,10.2,70,1141,4.7,70,1144,2.6,2224,21.2,47,1553,63.1,25.2,996.1,1006.5,3,1002,1512,1003.9,13,11.5,1100,3.23,24.96,,,,,,.9,.8,30.7,24.1,,,,,,,,,,5.4,7.7,,
156,2024-08-30,28.1,23.9,640,33.2,1436,,,,,,,8.2,50,1110,3.7,50,1113,1.5,1312,21.3,50,1220,67.8,25.4,997,1006.8,2347,1003.4,1528,1004.9,13,11.6,1200,3.1,24.36,,,,,,.3,.3,31,23.7,,,,,,,,,,4.8,6.9,,
156,2024-08-31,26.9,22.1,537,32,1512,,,,,,,5.4,340,1742,2.1,320,1153,1.1,914,20.1,51,1432,67.5,23.6,999.5,1009,2354,1005.6,1509,1007.4,13,11.3,1200,3.34,25.59,,,,,,.8,.4,30.8,21.5,,,,,,,,,,,,,
156,2024-09-01,27.4,22.9,536,32.5,1355,,,,,,,5,320,1635,2.8,250,1429,1,866,21.3,45,1540,70.4,25.3,1000.2,1009.1,12,1006.4,1630,1008.1,12.9,10.3,1300,3.48,22.73,,,,,,2.9,2.3,31.3,22.8,,,,,,,,,,4.2,5.9,,
156,2024-09-02,25.8,23,558,29.9,1327,.68,0,,0,,0,5.7,290,1809,3,270,1815,1,832,19.5,49,1421,69.5,22.8,1001.6,1011.3,2234,1007.9,503,1009.5,12.9,3.1,1300,2.51,15.2,,,,,,7.1,5.5,30,22.7,,,,,,,,,,3,4.3,,
156,2024-09-03,26.8,23.1,500,31.1,1507,,,,,,,5.7,200,1947,3,200,1833,1.1,971,20.7,54,1530,69.8,24.4,1003.2,1012.7,904,1009.7,1723,1011.2,12.9,3.6,900,2.18,13.26,,,,,,6,6,30.9,23.1,,,,,,,,,,2.8,4,,
156,2024-09-04,26.9,22.1,555,32.5,1502,,,,,,,6.4,200,1505,3.4,200,1744,1.3,1160,19.2,43,1430,64.4,22.3,1001.8,1011.7,914,1007.5,1611,1009.8,12.8,11.7,1200,3.24,24.8,,,,,,.5,.5,31.2,21.5,,,,,,,,,,5,7.2,,
156,2024-09-05,27.4,22.3,621,32.5,1545,,,,,,,5.2,250,1651,2.7,270,1559,1.1,928,21.3,50,1400,70.5,25.3,1000.9,1009.9,1,1007,1540,1008.9,12.8,10.2,1300,2.9,21.55,,,,,,4.3,4.3,31,21.8,,,,,,,,,,3.8,5.5,,
